POLY_NO,CUST_ID,CUST_ROLE,GOOD_CLSF_CDNM,CNTT_YM,CLLT_FP_PRNO,REAL_PAYM_TERM,SALE_CHNL_CODE,CNTT_STAT_CODE,EXPR_YM,PAYM_CYCL_CODE,MAIN_INSR_AMT,SUM_ORIG_PREM,MNTH_INCM_AMT
69426,4748,1,보장,199808,25974,10,1,C,201808,1,10000000,13900,0
69427,4748,1,보장,199808,25974,10,1,A,200908,1,20000000,55400,0
69428,9097,1,보장,199808,24369,10,1,B,204308,1,20000000,34600,0
69429,17947,1,보장,199808,8,20,1,2,201808,0,20000000,2755800,0
69430,17947,1,보장,199808,8,34,1,2,203208,0,10000000,3212500,0
69431,15958,1,보장,199808,21811,10,1,B,201808,1,10000000,24700,0
69432,5901,2,어린이,199808,29357,5,1,B,201808,0,10000000,2146200,0
69433,8978,2,보장,199808,136,5,1,B,201708,1,30000000,159000,0
69434,20415,1,보장,199808,24004,10,1,2,201608,1,20000000,95100,0
69435,7459,2,일반저축,199808,28019,5,1,B,200308,1,10000000,81200,0
69436,16269,0,어린이,199808,28111,10,1,I,201808,1,10000000,31500,0
69437,7057,1,보장,199808,28670,15,1,2,201908,1,20000000,56800,0
69438,20177,0,보장,199808,21766,10,1,B,203308,1,20000000,62700,0
69439,7968,2,보장,199808,25596,10,1,B,201808,1,30000000,35100,0
69440,9607,1,암,199808,23801,10,1,2,203808,1,18000000,50180,0
69441,12016,1,보장,199808,27419,5,1,B,203308,1,20000000,49500,0
69442,555,1,보장,199808,27431,15,1,2,202908,0,16375179,2040076,0
69443,20415,0,일반저축,199808,24004,10,1,A,200808,1,20000000,193500,0
69444,16810,1,보장,199808,27518,10,1,B,201808,1,20000000,18800,0
69445,18851,21,보장,199808,25985,20,1,B,201808,1,20000000,33600,0
69446,16061,1,보장,199808,24890,10,1,2,202608,1,20000000,62500,0
69447,3261,1,보장,199808,27553,5,1,2,203808,1,20000000,55500,0
69448,259,2,보장,199808,27310,18,1,1,201608,1,10000000,42950,0
69449,19,1,일반저축,199808,22767,2,1,B,200008,1,7200000,300000,0
69450,1475,21,보장,199808,21621,10,1,J,201808,1,20000000,74300,0
69451,2510,1,보장,199808,20592,10,1,B,201808,1,20000000,46600,0
69452,2547,1,암,199808,24090,10,1,B,201508,1,20000000,68800,0
69453,4815,21,보장,199808,24165,10,1,B,201808,1,10000000,38200,0
69454,244,1,보장,199808,22921,10,1,A,201308,1,20000000,60700,0
69455,222,1,보장,199808,22437,13,1,A,201108,1,20000000,88100,0
69456,20287,1,일반연금,199808,26405,10,1,B,999912,1,5000000,125000,0
69457,7513,1,보장,199808,21984,10,1,B,203508,1,20000000,33000,0
69458,15747,1,보장,199808,28233,20,1,B,201808,1,20000000,24800,0
69459,20285,0,보장,199808,28266,10,1,B,201808,1,20000000,50500,0
69460,20285,1,보장,199808,28266,5,1,B,203408,1,20000000,34000,0
69461,5697,2,일반저축,199808,22666,5,1,J,200308,1,20000000,159800,0
69462,5381,1,보장,199808,28450,10,1,2,203808,1,20000000,44000,0
69463,6864,1,보장,199808,28531,10,1,B,202808,1,20000000,23200,0
69464,11560,0,보장,199808,26689,5,1,3,201808,6,20000000,510300,0
69465,2521,1,일반저축,199808,23246,0,1,B,200008,0,10000000,10000000,0
69466,4691,0,보장,199808,23634,10,1,B,203308,1,20000000,30600,0
69467,21601,21,보장,199808,28642,10,1,J,201808,1,24000000,59090,0
69468,335,0,일반저축,199808,28778,5,1,B,200308,1,18060000,301000,0
69469,8025,21,보장,199808,23692,10,1,2,201808,1,20000000,64700,0
69470,26,1,일반저축,199808,26772,5,1,B,200308,1,20000000,151600,0
69471,13659,1,보장,199808,26785,10,1,2,201908,1,20000000,61400,0
69472,852,1,보장,199808,20738,5,1,2,203208,1,22200000,66012,0
69473,5394,1,일반저축,199808,25463,10,1,B,200808,1,10800000,90000,0
69474,5763,1,일반저축,199808,25467,3,1,B,200108,1,3600000,100000,0
69475,120,1,일반저축,199808,25492,5,1,B,200308,1,6000000,100000,0
69476,2303,0,보장,199808,25586,10,1,B,201808,1,20000000,55900,0
69477,6762,2,보장,199808,36,10,1,2,201808,1,20000000,52500,0
69478,9070,0,어린이,199808,23866,10,1,B,201108,1,10000000,40300,0
69479,775,2,보장,199808,29357,10,1,2,203508,1,20000000,44800,0
69480,11577,0,보장,199808,27226,10,1,B,204108,1,20000000,18700,0
69481,4922,1,암,199808,22670,22,1,B,202008,1,15000000,53550,0
69482,235,1,보장,199808,25048,10,1,B,201808,1,10000000,13900,0
69483,235,0,보장,199808,25048,10,1,B,201808,1,10000000,29500,0
69484,6869,1,암,199808,26267,20,1,J,203908,1,20000000,39900,0
69485,4605,0,보장,199808,24912,10,1,B,201808,1,10000000,13900,0
69486,19249,21,보장,199808,27707,10,1,J,201808,1,20000000,50000,0
69487,20286,0,보장,199808,26229,10,1,2,202001,1,5000000,14750,0
69488,13534,1,보장,199808,27923,10,1,B,204108,1,20000000,36800,0
69489,13851,1,보장,199808,20546,10,1,2,202710,1,20000000,82900,0
69490,3694,2,어린이,199808,28275,10,1,2,201808,0,11000000,2290540,0
69491,12510,21,보장,199808,28483,10,1,J,201808,1,20000000,35800,0
69492,1142,1,보장,199808,28513,15,1,B,204608,1,20000000,20400,0
69493,16313,1,보장,199808,28828,10,1,B,201808,1,20000000,39600,0
69494,16261,1,보장,199808,26871,10,1,B,201808,1,20000000,57400,0
69495,7972,1,보장,199808,28951,5,1,2,204208,1,20000000,44600,0
69496,21009,2,보장,199808,20614,10,1,B,201808,1,20000000,28900,0
69497,217,1,보장,199808,27017,5,1,C,201808,12,10000000,259100,0
69498,15753,0,어린이,199808,25636,10,1,2,201608,1,10000000,32900,0
69499,72,0,보장,199808,20523,10,1,2,204608,1,24000000,30800,0
69500,13483,1,보장,199808,29286,5,1,B,201308,1,10000000,23100,0
69501,2856,1,일반연금,199808,22205,5,1,J,999912,1,5000000,200000,0
69502,20951,2,교육,199808,23898,12,1,B,202008,1,10000000,53825,0
69503,138,1,일반저축,199808,27672,5,1,B,200308,1,15000000,250000,0
69504,16253,1,보장,199808,27742,15,1,B,202208,1,20000000,28800,0
69505,21041,1,보장,199808,28078,10,1,B,203908,1,20000000,37500,0
69506,21041,0,어린이,199808,28078,5,1,J,202108,1,10000000,46900,0
69507,2366,1,암,199808,28085,10,1,B,204108,1,20000000,43700,0
69508,17962,1,일반저축,199808,24726,0,1,B,200808,0,10000000,10000000,0
69509,21601,21,보장,199808,28642,10,1,B,201808,1,20000000,51850,0
69510,552,1,일반저축,199808,20807,5,1,B,200308,1,15000000,250000,0
69511,13564,2,보장,199808,23698,10,1,C,201808,1,10000000,13900,0
69512,235,0,보장,199808,25048,9,1,A,200708,1,10000000,75900,0
69513,235,1,보장,199808,25048,10,1,B,201208,1,10000000,51350,0
69514,7397,0,보장,199808,27667,20,1,B,201808,1,20000000,33800,0
69515,4615,1,암,199808,25256,10,1,2,204408,1,20000000,32700,0
69516,7901,1,보장,199808,24360,10,1,2,201808,1,10000000,13900,0
69517,9551,1,일반저축,199808,25459,7,1,B,200808,1,10000000,97600,0
69518,16389,1,보장,199808,28933,10,1,2,203508,1,20000000,57300,0
69519,11315,2,보장,199808,25524,10,1,2,201808,1,10000000,13900,0
69520,20620,1,보장,199808,6,10,1,2,202708,1,20000000,46900,0
69521,11521,1,암,199808,22604,10,1,B,201808,1,20000000,61400,0
69522,2677,21,보장,199808,23841,10,1,B,201808,1,20000000,68200,0
69523,18836,0,어린이,199808,27589,10,1,B,201508,1,10000000,32700,0
69524,18836,0,보장,199808,27589,20,1,B,201808,1,20000000,35100,0
69525,11644,0,보장,199808,24020,10,1,B,201808,1,10000000,13900,0
69526,3346,2,보장,199808,21305,5,1,B,201808,1,20000000,51400,0
69527,6869,1,암,199808,26267,20,1,B,203908,1,20000000,39900,0
69528,7712,1,일반연금,199808,28005,10,1,B,999912,1,5000000,100000,0
69529,2240,1,일반연금,199808,24197,5,1,B,999912,1,5000000,150300,0
69530,7495,1,보장,199808,28122,10,1,2,203008,1,20000000,46400,0
69531,4677,1,보장,199808,28196,15,1,B,203408,1,20000000,32400,0
69532,2849,0,보장,199808,22398,10,1,2,201808,1,20000000,57600,0
69533,129,0,어린이,199808,28353,5,1,B,202108,1,10000000,47500,0
69534,799,0,어린이,199808,26513,5,1,2,201608,1,10000000,49300,0
69535,13623,1,보장,199808,25309,15,1,B,201608,1,10000000,39700,0
69536,654,0,보장,199808,22191,10,1,B,203708,1,10000000,20950,0
69537,654,1,보장,199808,22191,10,1,B,203208,1,10000000,32900,0
69538,7060,2,보장,199808,29372,15,1,2,201908,0,10000000,3091650,0
69539,8984,1,일반연금,199808,23316,10,1,2,999912,1,5000000,99800,0
69540,10110,2,보장,199808,24792,5,1,2,201808,1,20000000,38400,0
69541,10110,2,보장,199808,24792,5,1,2,205008,1,20000000,45300,0
69542,13650,1,보장,199808,21940,10,1,2,201808,1,20000000,52400,0
69543,13493,0,보장,199808,28242,10,1,2,201808,1,20000000,62300,0
69544,18204,1,보장,199808,24406,5,1,C,201808,1,10000000,23000,0
69545,20240,0,보장,199808,25389,10,1,B,201808,1,20000000,47400,0
69546,3716,2,어린이,199808,28752,5,1,B,202208,1,10000000,48600,0
69547,3441,2,보장,199808,23694,5,1,B,204008,1,20000000,37100,0
69548,21544,2,어린이,199808,28849,5,1,2,201608,1,5000000,24650,0
69549,87,1,보장,199808,24518,10,1,B,203108,1,20000000,51600,0
69550,17999,2,보장,199808,29001,5,1,B,201808,1,10000000,23000,0
69551,16319,0,보장,199808,25559,10,1,2,201808,1,20000000,60100,0
69552,4573,0,보장,199808,29221,15,1,B,201308,1,20000000,59100,0
69553,4573,0,보장,199808,29221,10,1,B,201808,1,10000000,13900,0
69554,4648,1,보장,199808,21018,10,1,2,202008,0,16529440,2968000,0
69555,6782,2,보장,199808,23978,10,1,J,201808,1,17000000,51420,0
69556,2695,1,보장,199808,23318,15,1,2,202108,1,20000000,58400,0
69557,13639,2,보장,199808,25045,20,1,B,201808,1,10000000,34650,0
69558,13463,21,보장,199808,25053,5,1,B,200808,1,12000000,42720,0
69559,13755,0,보장,199808,27375,10,1,B,201808,1,20000000,75700,0
69560,18715,1,보장,199808,26067,5,1,B,201808,1,19000000,41800,0
69561,20151,1,암,199808,22793,10,1,2,202208,0,20000000,4290400,0
69562,7789,1,보장,199808,27719,10,1,B,201808,1,20000000,19500,0
69563,6763,1,일반연금,199808,27780,5,1,B,999912,1,5000000,130230,0
69564,6868,1,일반저축,199808,26201,10,1,B,200808,1,20000000,149800,0
69565,8184,2,어린이,199808,25824,5,1,2,201608,1,10000000,48900,0
69566,9826,1,보장,199808,48,10,1,2,204008,1,20000000,35800,0
69567,9434,0,보장,199808,25081,10,1,B,200808,1,5000000,14000,0
69568,7307,1,보장,199808,28018,10,1,B,201808,1,4195804,12000,0
69569,21041,0,어린이,199808,28078,5,1,B,202108,1,10000000,46900,0
69570,9536,1,일반저축,199808,62,3,1,B,200308,1,20000000,234600,0
69571,18844,1,암,199808,25143,10,1,2,204008,1,20000000,37400,0
69572,4754,1,보장,199808,28247,10,1,2,201808,1,10000000,13900,0
69573,4688,0,어린이,199808,28250,5,1,B,200608,1,10000000,67500,0
69574,4688,1,보장,199808,28250,10,1,B,201808,1,10000000,13000,0
69575,2665,1,보장,199808,24256,10,1,A,201308,1,20000000,56400,0
69576,17962,1,일반연금,199808,28321,10,1,B,999912,1,5000000,68000,0
69577,9472,1,보장,199808,24296,15,1,B,202908,1,20000000,39100,0
69578,9080,1,보장,199808,28462,10,1,B,200808,1,21000000,46070,0
69579,15731,0,보장,199808,22955,10,1,B,201808,1,10000000,29500,0
69580,621,1,보장,199808,28520,10,1,B,201808,1,10000000,13900,0
69581,1391,2,어린이,199808,24384,16,1,B,201408,0,5000000,1091050,0
69582,5193,1,보장,199808,25354,10,1,E,201808,1,16000000,27040,0
69583,20296,0,암,199808,28604,10,1,B,203808,1,36000000,51500,0
69584,302,1,일반저축,199808,21706,5,1,B,200308,1,15000000,250000,0
69585,8062,21,보장,199808,28708,10,1,3,201808,1,22000000,51860,0
69586,11763,0,보장,199808,28746,5,1,2,201808,1,20000000,98900,0
69587,400,1,암,199808,28748,10,1,2,202408,1,10000000,30550,0
69588,5158,1,보장,199808,28763,10,1,E,203108,1,10000000,26800,0
69589,12369,1,일반저축,199808,25487,2,1,B,200008,1,2400000,100000,0
69590,21101,1,일반저축,199808,26857,0,1,A,200308,0,13000000,13000000,0
69591,19136,1,보장,199808,23725,10,1,2,201808,1,20000000,18600,0
69592,18980,1,일반저축,199808,28914,3,1,B,200108,1,3600000,100000,0
69593,15943,0,보장,199808,26899,20,1,1,201808,1,10000000,12000,0
69594,682,1,일반저축,199808,28942,0,1,B,200008,0,10350000,10350000,0
69595,13476,0,보장,199808,25538,5,1,B,201808,1,10000000,23000,0
69596,18072,1,보장,199808,23119,10,1,B,203308,1,20000000,36000,0
69597,2392,21,보장,199808,29013,10,1,B,201308,1,20000000,53600,0
69598,20183,2,일반저축,199808,29053,5,1,B,200308,1,20000000,153000,0
69599,88,0,보장,199808,29057,10,1,B,201308,1,20000000,39300,0
69600,19118,2,보장,199808,20663,15,1,B,201308,1,20000000,28600,0
69601,603,0,어린이,199808,24595,10,1,B,201208,1,10000000,34300,0
69602,17942,0,보장,199808,29155,10,1,J,202508,1,20000000,58200,0
69603,17942,0,보장,199808,29158,20,1,B,201808,1,10000000,22900,0
69604,17942,0,일반연금,199808,29157,10,1,B,999912,1,5000000,136873,0
69605,15688,1,일반저축,199808,21251,5,1,B,200308,1,9000000,150000,0
69606,2487,2,일반저축,199808,20530,10,1,B,200808,1,40000000,324200,0
69607,19260,2,어린이,199808,27220,10,1,B,201208,1,10000000,38100,0
69608,7062,2,일반저축,199809,27436,0,1,B,200309,0,6515592,5000000,0
69609,5447,1,보장,199809,24022,10,1,3,201809,1,20000000,39400,0
69610,11209,1,일반저축,199809,21950,3,1,B,200309,1,13000000,316450,0
69611,13492,0,보장,199809,24079,20,1,B,201809,1,20000000,29500,0
69612,21062,21,보장,199809,26161,10,1,B,201809,1,20000000,42700,0
69613,2955,1,암,199809,28177,10,1,B,203409,1,20000000,45300,0
69614,13415,0,일반저축,199809,28212,3,1,B,200309,1,12000000,293400,0
69615,6800,1,일반저축,199809,28261,5,1,B,200309,1,6000000,108960,0
69616,19384,2,어린이,199809,26454,5,1,2,201609,1,10000000,48400,0
69617,20257,0,보장,199809,28278,10,1,B,201309,1,20000000,29000,0
69618,7749,1,일반저축,199809,26514,3,1,E,200309,1,1242236,30000,0
69619,21225,1,보장,199809,28425,10,1,B,201309,1,20000000,31500,0
69620,9695,0,보장,199809,26567,10,1,B,201809,1,20000000,49900,0
69621,14180,1,보장,199809,28498,10,1,2,201809,1,20000000,50500,0
69622,234,0,보장,199809,28694,10,1,2,201809,1,20000000,32300,0
69623,19187,2,보장,199809,23671,10,1,B,205209,1,20000000,26500,0
69624,15648,1,암,199809,25533,10,1,2,202809,1,20000000,54300,0
69625,5765,1,일반저축,199809,25583,5,1,B,200309,1,5558644,100000,0
69626,21535,2,어린이,199809,22582,10,1,B,201509,1,7000000,23870,0
69627,12200,1,보장,199809,29076,10,1,B,201809,1,20000000,34400,0
69628,12596,2,어린이,199809,25605,10,1,B,201809,1,6000000,19960,0
69629,11891,21,보장,199809,29094,10,1,B,201809,1,20000000,49700,0
69630,18583,0,보장,199809,23136,10,1,2,201809,1,20000000,45300,0
69631,11657,1,암,199809,29119,10,1,B,202809,1,15000000,44400,0
69632,17942,1,보장,199809,29156,10,1,B,202909,1,20000000,39100,0
69633,16340,1,보장,199809,23172,10,1,2,203409,1,20000000,28600,0
69634,15697,1,보장,199809,29197,10,1,B,201809,1,20000000,75200,0
69635,8157,2,어린이,199809,25695,10,1,B,201409,1,5000000,18050,0
69636,13526,0,보장,199809,23827,10,1,B,201809,1,20000000,33700,0
69637,18189,0,일반저축,199809,25706,10,1,A,200809,1,20000000,157200,0
69638,18189,1,보장,199809,25706,10,1,A,201109,1,20000000,48900,0
69639,13483,1,일반저축,199809,23205,5,1,B,200309,1,17000000,305830,0
69640,14384,1,일반저축,199809,29373,5,1,A,200309,1,11117287,200000,0
69641,11317,1,일반저축,199809,27229,3,1,I,200109,1,3600000,100000,0
69642,14120,1,일반저축,199809,20856,3,1,B,200109,1,18000000,500000,0
69643,14120,0,보장,199809,20856,10,1,2,201809,0,20000000,3152500,0
69644,15949,1,보장,199809,24898,10,1,2,202209,1,20000000,72900,0
69645,7210,0,보장,199809,23305,10,1,2,202409,1,20000000,43300,0
69646,7210,1,보장,199809,23305,10,1,2,201809,1,20000000,49100,0
69647,5241,1,일반저축,199809,22275,5,1,B,200309,1,10000000,181600,0
69648,20508,1,일반저축,199809,21299,5,1,B,200309,1,16675931,300000,0
69649,545,1,일반저축,199809,26139,5,1,A,200309,1,16700000,300433,0
69650,6804,0,일반저축,199809,27376,3,1,B,200309,1,4140787,100000,0
69651,13393,1,일반저축,199809,22307,3,1,B,200309,1,5000000,122550,0
69652,18077,0,어린이,199809,26168,5,1,B,200809,1,10000000,58200,0
69653,18077,1,보장,199809,26168,10,1,2,201809,1,20000000,25300,0
69654,2620,1,보장,199809,21922,10,1,B,201909,1,20000000,55100,0
69655,14140,1,암,199809,22855,5,1,J,203509,1,30000000,107200,0
69656,7703,1,보장,199809,27923,10,1,2,204109,1,20000000,36800,0
69657,2250,1,일반저축,199809,25070,5,1,B,200309,1,200000000,1519300,0
69658,15671,0,일반저축,199809,21068,3,1,B,200309,1,12400000,303060,0
69659,4561,1,보장,199809,25097,15,1,B,202609,1,20000000,61500,0
69660,4547,1,일반저축,199809,21614,5,1,B,200309,1,12023346,218000,0
69661,4,0,일반저축,199809,21331,5,1,B,200309,1,12000000,200000,0
69662,7811,1,일반저축,199809,22378,3,1,B,200309,1,8281573,200000,0
69663,7176,1,일반저축,199809,25159,3,1,B,200109,1,18000000,500000,0
69664,4677,0,보장,199809,28196,10,1,B,203109,1,20000000,59700,0
69665,4677,1,보장,199809,28196,10,1,B,201809,1,20000000,53700,0
69666,4555,1,일반저축,199809,26426,3,1,B,200109,1,7200000,200000,0
69667,12348,2,보장,199809,28227,5,1,B,201809,1,20000000,39100,0
69668,21118,0,보장,199809,28245,9,1,A,200709,1,10000000,60100,0
69669,15644,1,보장,199809,21649,10,1,A,200809,1,10000000,17500,0
69670,17962,1,일반저축,199809,24726,3,1,B,200309,1,11238095,275000,0
69671,6907,1,보장,199809,28355,10,1,J,201809,1,30000000,38900,0
69672,5157,0,보장,199809,28363,10,1,2,203309,1,20000000,37200,0
69673,2302,0,일반저축,199809,25019,5,1,B,200309,1,10983880,200000,0
69674,5697,2,일반저축,199809,22666,5,1,A,200309,1,20000000,159800,0
69675,4694,0,어린이,199809,28411,5,1,B,201609,1,10000000,48900,0
69676,16998,2,어린이,199809,22944,10,1,J,201609,1,10000000,34500,0
69677,3219,1,보장,199809,26566,5,1,B,201809,1,20000000,30700,0
69678,3219,1,보장,199809,26566,5,1,B,204109,1,20000000,35300,0
69679,5277,1,보장,199809,26571,10,1,2,203509,1,20000000,36800,0
69680,12510,21,보장,199809,28483,10,1,B,201809,1,30000000,42900,0
69681,4777,2,보장,199809,23030,10,1,B,201409,1,20000000,117600,0
69682,7312,0,일반저축,199809,28731,5,1,B,200309,1,13230000,239197,0
69683,206,0,일반저축,199809,23680,3,1,B,200309,1,13000000,316450,0
69684,11785,1,일반연금,199809,25426,5,1,B,999912,1,5000000,150000,0
69685,26,1,일반저축,199809,26772,2,1,B,200009,1,1680000,70000,0
69686,18070,1,암,199809,28800,10,1,B,204209,1,20000000,50400,0
69687,13659,2,암,199809,21722,10,1,2,201909,0,24000000,10004860,0
69688,16354,2,암,199809,21406,10,1,B,203409,1,30000000,46600,0
69689,19167,1,보장,199809,28814,10,1,B,201809,1,20000000,31600,0
69690,2284,1,일반저축,199809,24498,2,1,A,200009,1,7200000,300000,0
69691,11456,1,일반저축,199809,22536,5,1,B,200309,1,11000000,200290,0
69692,2246,0,어린이,199809,23091,5,1,B,201309,1,10000000,51000,0
69693,2246,0,어린이,199809,23091,5,1,B,201509,1,10000000,50000,0
69694,3429,1,일반저축,199809,22546,3,1,J,200309,1,12422360,300000,0
69695,17045,2,어린이,199809,28920,5,1,2,201809,1,10000000,48200,0
69696,682,1,일반저축,199809,28942,3,1,B,200109,1,10800000,300000,0
69697,4636,1,일반저축,199809,22148,3,1,B,200309,1,12422360,300000,0
69698,9463,1,일반저축,199809,21446,5,1,B,200309,1,16676000,301701,0
69699,9885,21,교육,199809,20442,5,1,I,202009,12,20000000,1936200,0
69700,915,1,일반저축,199809,25679,5,1,A,200309,1,10000000,179900,0
69701,576,2,일반저축,199809,27097,5,1,B,200809,1,3926188,100000,0
69702,544,2,일반저축,199809,27099,2,1,B,200009,1,7200000,300000,0
69703,18164,1,보장,199809,22629,5,1,B,201809,1,10000000,23000,0
69704,8095,21,보장,199809,27158,10,1,2,201809,1,20000000,48800,0
69705,4919,1,일반저축,199809,21487,3,1,J,200309,1,13000000,313950,0
69706,1404,2,어린이,199809,21490,10,1,A,201509,1,10000000,34100,0
69707,13902,1,일반저축,199809,21231,5,1,B,200309,1,33351862,600000,0
69708,20558,1,보장,199809,21226,10,1,2,202509,1,20000000,47200,0
69709,20558,0,보장,199809,21226,10,1,2,202009,1,20000000,84300,0
69710,6838,0,보장,199809,29385,20,1,1,201809,1,20000000,32800,0
69711,3027,0,보장,199809,27231,5,1,J,201809,1,10000000,28850,0
69712,13469,1,암,199809,27416,15,1,2,203509,1,20000000,50700,0
69713,13401,1,일반저축,199809,27470,5,1,B,200309,1,5558644,100000,0
69714,19168,1,일반저축,199809,25987,3,1,B,200309,1,8282000,200010,0
69715,18043,0,일반저축,199809,26292,3,1,B,200309,1,10000000,244000,0
69716,4814,1,일반저축,199809,25084,3,1,B,200309,1,7200000,173880,0
69717,5383,1,일반저축,199809,24206,7,1,B,200509,1,22000000,174220,0
69718,121,0,보장,199809,28041,10,1,B,201809,1,20000000,67200,0
69719,4576,1,보장,199809,23408,15,1,B,203409,1,20000000,34800,0
69720,4576,0,보장,199809,23408,20,1,J,201809,1,22000000,25740,0
69721,12611,2,어린이,199809,28545,5,1,B,202209,1,10000000,48600,0
69722,7759,1,보장,199809,28579,10,1,2,204309,1,20000000,26000,0
69723,3009,21,보장,199809,26692,10,1,B,201809,1,20000000,36600,0
69724,16776,1,보장,199809,28699,10,1,B,204209,1,20000000,30300,0
69725,11202,1,보장,199809,25407,5,1,B,203809,1,20000000,53200,0
69726,9101,0,보장,199809,23683,10,1,B,201809,1,20000000,35020,0
69727,2917,1,일반저축,199809,24544,5,1,B,200309,1,8337966,150000,0
69728,2917,1,일반저축,199809,24544,5,1,B,200309,1,8337966,150000,0
69729,20196,2,보장,199809,23098,10,1,B,202609,1,20000000,64000,0
69730,6767,0,일반저축,199809,20984,3,1,B,200309,1,8281573,200000,0
69731,18318,1,보장,199809,21779,5,1,B,200309,1,10091075,56000,0
69732,5765,1,일반저축,199809,25583,5,1,B,200309,1,5558644,100000,0
69733,13814,1,일반저축,199809,23794,5,1,B,200309,1,17788000,320006,0
69734,17954,1,일반저축,199809,23297,3,1,B,200309,1,5500000,132825,0
69735,16865,1,보장,199809,21625,15,1,B,205209,1,20000000,22800,0
69736,20728,1,보장,199809,26480,10,1,2,201809,1,20000000,60000,0
69737,5697,2,보장,199809,28405,5,1,2,201809,1,20000000,49900,0
69738,250,21,보장,199809,25302,20,1,B,201809,1,20000000,85000,0
69739,250,2,보장,199809,25302,16,1,A,201409,1,20000000,57200,0
69740,13471,1,보장,199809,22996,15,1,B,202609,1,28000000,48660,0
69741,206,0,일반저축,199809,23680,0,1,B,200309,0,26062367,20000000,0
69742,10274,2,어린이,199809,28869,5,1,2,201709,1,10000000,48800,0
69743,7195,1,보장,199809,22119,10,1,B,202609,1,14000000,51140,0
69744,14203,1,일반저축,199809,27012,5,1,B,200309,1,11117000,202395,0
69745,11294,1,일반저축,199809,29124,0,1,B,200309,0,10000000,10000000,0
69746,11294,0,보장,199809,29124,10,1,I,201809,1,20000000,56400,0
69747,21238,2,보장,199809,20394,10,1,2,201809,1,20000000,26700,0
69748,21238,1,일반저축,199809,20394,2,1,B,200009,1,1440000,60000,0
69749,15629,0,어린이,199809,24002,10,1,B,201509,1,10000000,34050,0
69750,15629,0,일반연금,199809,24002,10,1,B,999912,1,5000000,200000,0
69751,2649,1,보장,199809,27669,10,1,B,202009,1,22000000,46820,0
69752,16006,1,보장,199809,23365,15,1,2,202409,1,20000000,39300,0
69753,13411,1,일반저축,199809,26133,0,1,B,200809,0,10000000,10000000,0
69754,18474,1,일반저축,199809,22255,3,1,B,200309,1,4140787,100000,0
69755,20397,1,보장,199809,27792,10,1,A,201309,1,17000000,102500,0
69756,6995,1,보장,199809,24990,10,1,2,201809,1,10000000,13900,0
69757,9742,1,일반저축,199809,22438,3,1,B,200109,1,10800000,300000,0
69758,20301,1,보장,199809,28126,15,1,B,203509,1,20000000,25600,0
69759,18328,0,보장,199809,22378,10,1,2,202009,1,20000000,64600,0
69760,7811,1,일반저축,199809,22378,2,1,B,200009,1,7200000,300000,0
69761,11259,1,일반저축,199809,25155,3,1,J,200309,1,8281573,202000,0
69762,15663,1,일반저축,199809,22880,3,1,B,200309,1,11000000,269250,0
69763,4654,1,보장,199809,24260,21,1,1,201909,1,20000000,33100,0
69764,18828,21,보장,199809,28279,10,1,B,201809,1,20000000,47400,0
69765,21228,0,보장,199809,21358,10,1,B,203709,1,20000000,49500,0
69766,2353,1,일반저축,199809,28342,3,1,B,200309,1,8281573,200000,0
69767,13,2,일반저축,199809,28359,3,1,B,200309,1,12463768,301000,0
69768,11387,0,보장,199809,26530,10,1,2,201809,1,10000000,29500,0
69769,5948,2,어린이,199809,28396,5,1,B,202009,1,10000000,47500,0
69770,2932,1,일반저축,199809,22042,5,1,A,200309,1,83380000,1501706,0
69771,1399,21,보장,199809,25291,10,1,J,201809,1,20000000,53000,0
69772,21355,2,보장,199809,26573,10,1,J,204409,1,20000000,32200,0
69773,2266,1,보장,199809,28514,10,1,B,201709,1,20000000,60000,0
69774,2266,1,보장,199809,28514,10,1,B,201809,1,10000000,13900,0
69775,18452,1,보장,199809,22967,10,1,2,202909,1,20000000,43700,0
69776,7083,21,보장,199809,22068,10,1,B,201809,1,20000000,85500,0
69777,15654,0,보장,199809,25339,5,1,B,201809,1,10000000,23000,0
69778,302,1,일반저축,199809,21706,5,1,B,200309,1,5558644,100000,0
69779,9044,0,일반저축,199809,22086,3,1,A,200309,1,8282000,202890,0
69780,12369,1,일반저축,199809,25487,2,1,B,200009,1,7200000,300000,0
69781,120,1,일반저축,199809,25492,3,1,B,200109,1,3600000,100000,0
69782,18589,1,보장,199809,28893,5,1,B,202709,1,20000000,64900,0
69783,21602,21,보장,199809,26878,5,1,B,201809,1,20000000,64300,0
69784,14168,1,보장,199809,25552,15,1,B,203609,1,20000000,38400,0
69785,4817,1,보장,199809,20518,10,1,B,201409,0,20000000,3359300,0
69786,18756,1,보장,199809,22140,10,1,B,203709,1,20000000,52500,0
69787,18001,0,보장,199809,21202,10,1,B,202609,1,20000000,64400,0
69788,2672,0,보장,199809,22170,10,1,2,203909,1,20000000,23900,0
69789,4923,0,일반저축,199809,29283,5,1,B,200309,1,22234575,400000,0
69790,6771,1,일반저축,199809,22186,3,1,B,200109,1,7200000,200000,0
69791,4919,1,일반저축,199809,21487,5,1,B,200309,1,17231795,310000,0
69792,11317,1,일반저축,199809,27229,3,1,B,200309,1,8281573,200000,0
69793,8068,21,보장,199809,29396,10,1,B,201809,1,20000000,50300,0
