CUST_ID,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,CUST_RGST,CTPR,OCCP_GRP_1,OCCP_GRP_2,WEDD_YN,CHLD_CNT
17253,N,2,32,0,99,N,101,강원,4.전문직,교육관련직,N,0.0
17259,N,2,28,8886,12,N,199907,서울,4.전문직,예체능계 종사자,N,0.0
17268,Y,2,24,0,99,N,199909,경기,8.기타,학생,N,0.0
17281,N,2,33,5833,20,N,200306,전남,3.사무직,단순 사무직,Y,1.0
17284,N,1,41,0,99,N,200307,강원,2.자영업,자영업,Y,1.0
17287,N,2,39,2632,13,N,200307,충남,3.사무직,사무직,Y,3.0
17291,N,1,59,15000,30,N,200308,서울,3.사무직,사무직,N,0.0
17292,N,1,52,12083,30,N,200308,서울,3.사무직,2차산업 종사자,Y,2.0
17293,N,2,37,15138,20,N,200308,경남,1.주부,주부,Y,1.0
17297,N,2,29,19444,20,N,200309,경기,8.기타,학생,N,0.0
17298,N,2,66,33888,20,N,200309,울산,1.주부,주부,N,0.0
17299,N,2,57,11944,20,N,200309,강원,2.자영업,자영업,Y,3.0
17300,Y,2,61,2353,13,N,200310,경남,2.자영업,자영업,N,0.0
17303,N,1,41,22777,20,N,200310,경기,6.제조업,2차산업 종사자,Y,2.0
17305,N,1,41,1519,11,N,200310,경북,7.1차산업,1차산업 종사자,Y,2.0
17309,N,2,48,4102,12,Y,200311,대전,2.자영업,자영업,Y,2.0
17313,N,2,57,6527,30,N,200311,인천,1.주부,주부,Y,1.0
17314,N,2,56,8407,12,N,200312,대구,1.주부,주부,Y,2.0
17315,N,1,35,3888,20,Y,200312,경북,6.제조업,2차산업 종사자,Y,1.0
17317,Y,2,37,22777,20,N,200312,경기,3.사무직,사무직,Y,0.0
17318,N,2,40,15000,30,N,200312,서울,4.전문직,의료직 종사자,Y,1.0
17319,Y,2,38,26388,20,N,200312,대구,1.주부,주부,N,0.0
17321,N,1,33,38656,12,N,200312,경기,3.사무직,사무직,N,0.0
17322,N,2,37,42638,20,N,200312,서울,3.사무직,사무직,N,0.0
17324,Y,2,56,15277,20,N,200312,인천,3.사무직,사무직,Y,2.0
17325,N,1,52,9277,12,N,200312,서울,6.제조업,운전직,Y,2.0
17329,N,1,50,8496,12,N,200401,서울,5.서비스,3차산업 종사자,Y,3.0
17331,N,2,51,10833,20,N,200401,전남,1.주부,주부,Y,2.0
17333,N,2,42,20519,99,N,200401,서울,3.사무직,단순 사무직,Y,0.0
17335,N,2,33,37638,20,N,200401,광주,1.주부,주부,N,0.0
17339,Y,1,29,19305,20,N,200402,광주,5.서비스,예체능계 종사자,N,0.0
17340,N,1,63,2479,12,N,200402,부산,5.서비스,3차산업 종사자,Y,0.0
17341,Y,1,35,23888,20,N,200402,광주,3.사무직,사무직,Y,1.0
17343,N,1,47,5972,30,N,200402,인천,6.제조업,운전직,N,0.0
17345,N,1,44,2777,20,N,200402,전남,6.제조업,2차산업 종사자,N,0.0
17347,N,2,37,3505,20,N,200402,경북,2.자영업,자영업,Y,0.0
17348,N,2,41,11291,20,Y,200402,전북,4.전문직,의료직 종사자,Y,2.0
17349,N,1,51,23333,20,N,200402,경남,3.사무직,사무직,Y,3.0
17350,N,2,26,17361,20,N,200402,대구,4.전문직,교사,N,0.0
17353,N,1,57,10831,99,N,200403,경남,3.사무직,기업/단체 임원,Y,2.0
17355,N,1,37,9861,30,N,200403,전남,8.기타,학생,N,0.0
17356,N,2,63,12083,20,N,200403,부산,1.주부,주부,N,0.0
17357,N,1,38,38319,20,N,200403,울산,5.서비스,2차산업 종사자,Y,0.0
17360,N,2,56,45000,20,N,200403,서울,2.자영업,자영업,Y,1.0
17362,N,2,43,0,99,N,200403,대구,4.전문직,교육관련직,Y,2.0
17365,N,2,61,35833,20,N,200404,충북,1.주부,주부,Y,0.0
17366,N,1,56,4468,11,N,200404,제주,5.서비스,2차산업 종사자,Y,1.0
17367,N,2,36,13333,20,N,200404,전남,3.사무직,단순 사무직,N,0.0
17369,N,2,34,7570,50,N,200404,경기,8.기타,학생,N,0.0
17371,N,2,35,12875,30,N,200404,경기,1.주부,주부,N,0.0
17372,N,1,68,6388,30,N,200404,대전,2.자영업,자영업,Y,0.0
17375,N,2,57,24305,20,N,200404,충남,5.서비스,2차산업 종사자,Y,1.0
17377,N,1,40,16250,20,N,200405,대구,6.제조업,2차산업 종사자,N,0.0
17379,N,2,37,20138,20,N,200405,경기,1.주부,주부,N,0.0
17380,N,1,50,0,99,N,200405,제주,3.사무직,사무직,Y,2.0
17381,N,1,38,18025,99,N,200405,충남,3.사무직,공무원,N,0.0
17382,N,1,39,8194,30,N,200405,서울,3.사무직,사무직,N,0.0
17384,N,2,63,17638,20,N,200406,부산,6.제조업,2차산업 종사자,N,0.0
17385,N,2,31,5669,40,Y,200406,강원,3.사무직,3차산업 종사자,N,0.0
17386,N,2,65,7522,99,N,200406,충남,2.자영업,자영업,N,0.0
17388,N,2,27,11111,20,N,200406,경북,8.기타,학생,N,0.0
17389,N,2,67,42500,20,N,200406,경기,8.기타,기타,N,0.0
17390,N,2,42,14861,20,N,200406,울산,1.주부,주부,Y,2.0
17391,N,2,47,28750,20,N,200406,울산,1.주부,주부,Y,2.0
17392,N,1,34,24166,20,N,200407,광주,6.제조업,2차산업 종사자,N,0.0
17395,N,2,33,7222,20,N,200407,인천,3.사무직,단순 사무직,N,0.0
17396,N,2,38,46527,20,N,200407,서울,3.사무직,사무직,Y,0.0
17399,N,1,46,20555,20,N,200408,울산,5.서비스,2차산업 종사자,Y,2.0
17402,N,2,59,4231,11,N,200408,충남,1.주부,주부,N,0.0
17404,N,1,41,8888,20,N,200408,부산,3.사무직,사무직,N,0.0
17406,N,2,34,6527,20,N,200409,충북,1.주부,주부,Y,0.0
17408,N,2,34,13055,20,N,200409,울산,4.전문직,의료직 종사자,N,0.0
17409,N,2,51,37777,20,N,200409,광주,1.주부,주부,N,0.0
17411,N,2,70,55972,20,N,200409,대구,1.주부,주부,N,0.0
17412,N,2,64,17916,20,N,200409,광주,1.주부,주부,Y,0.0
17413,N,1,42,21388,20,N,200409,경북,4.전문직,전문직,Y,2.0
17415,N,2,53,15199,20,N,200410,대전,4.전문직,종교인/역술인,N,0.0
17416,N,2,38,8368,70,N,200410,인천,4.전문직,공무원,N,0.0
17417,N,2,56,5494,30,N,200410,경기,5.서비스,3차산업 종사자,Y,2.0
17418,Y,2,52,5348,99,N,200410,충남,7.1차산업,1차산업 종사자,Y,2.0
17419,N,2,46,0,99,N,200410,경남,5.서비스,3차산업 종사자,N,0.0
17421,N,1,55,11935,40,N,200411,서울,2.자영업,자영업,Y,1.0
17424,N,2,37,35416,20,N,200411,서울,4.전문직,전문직,N,0.0
17426,Y,1,36,7408,50,N,200411,경기,8.기타,학생,N,0.0
17427,Y,2,57,14100,40,N,200411,서울,8.기타,3차산업 종사자,Y,0.0
17429,N,1,50,11666,20,N,200412,서울,5.서비스,2차산업 종사자,N,0.0
17432,N,1,55,23333,20,N,200412,전북,2.자영업,자영업,N,0.0
17433,N,1,37,12777,20,N,200412,경기,2.자영업,자영업,N,0.0
17434,N,2,60,20555,20,N,200412,울산,2.자영업,자영업,Y,2.0
17436,Y,2,50,10486,99,N,200501,부산,1.주부,주부,Y,0.0
17438,N,2,61,7222,30,N,200501,경기,1.주부,주부,N,0.0
17441,N,1,69,8611,30,N,200502,경기,8.기타,기타,N,0.0
17445,Y,1,33,6250,30,N,200502,부산,8.기타,학생,N,0.0
17446,N,2,40,24948,30,N,200503,서울,4.전문직,의료직 종사자,N,0.0
17449,N,2,38,22222,20,N,200503,부산,1.주부,주부,Y,0.0
17452,N,1,70,6527,20,N,200503,경기,5.서비스,2차산업 종사자,N,0.0
17453,N,2,48,52083,20,N,200503,서울,1.주부,주부,N,0.0
17454,N,2,60,20277,20,N,200504,전북,8.기타,학생,Y,2.0
17459,N,1,34,0,99,N,200504,전북,3.사무직,사무직,Y,3.0
17463,N,2,54,6223,12,N,200505,서울,1.주부,주부,N,0.0
17464,Y,2,59,31111,20,N,200505,경기,1.주부,주부,Y,1.0
17466,N,2,36,10153,40,N,200505,전북,4.전문직,교육관련직,N,0.0
17468,N,2,53,53055,20,N,200506,경기,1.주부,주부,N,0.0
17471,N,2,35,22657,11,N,200506,경기,1.주부,주부,Y,1.0
17472,N,2,68,0,99,N,200507,서울,1.주부,주부,Y,1.0
17475,N,2,29,21250,20,N,200507,경기,5.서비스,예체능계 종사자,N,0.0
17476,N,1,75,5272,13,N,200507,울산,7.1차산업,1차산업 종사자,Y,0.0
17478,Y,2,49,7600,40,N,200507,대구,5.서비스,3차산업 종사자,Y,2.0
17479,N,2,55,28750,20,N,200508,대구,1.주부,주부,Y,1.0
17481,N,2,68,10099,99,N,200508,부산,8.기타,기타,Y,1.0
17484,N,1,48,13055,20,N,200508,경남,2.자영업,자영업,Y,2.0
17485,N,2,44,21953,11,N,200508,전북,1.주부,주부,Y,0.0
17487,N,2,34,3888,20,N,200508,강원,3.사무직,단순 사무직,N,0.0
17488,Y,2,44,36944,20,N,200509,경기,1.주부,주부,Y,2.0
17489,N,2,35,7817,13,N,200509,서울,4.전문직,교육관련직,N,0.0
17490,N,2,73,10277,20,N,200509,경기,1.주부,주부,Y,0.0
17491,N,2,61,15000,30,N,200509,경기,1.주부,주부,Y,1.0
17492,N,2,62,25277,20,N,200509,부산,1.주부,주부,Y,2.0
17493,N,2,75,4636,13,N,200509,부산,2.자영업,자영업,N,0.0
17495,N,2,61,4722,30,N,200509,대전,1.주부,주부,Y,0.0
17498,N,1,35,13250,99,N,200509,경북,3.사무직,사무직,N,0.0
17499,N,2,35,93194,20,N,200509,서울,1.주부,주부,N,0.0
17500,N,2,53,18221,11,N,200510,경기,1.주부,주부,N,0.0
17502,N,2,72,15277,20,N,200510,충북,8.기타,기타,Y,0.0
17503,N,2,46,5771,12,N,200510,경남,4.전문직,교육관련직,N,0.0
17504,N,2,54,7344,40,N,200510,경남,2.자영업,자영업,Y,1.0
17506,N,2,30,9722,30,N,200511,경기,3.사무직,사무직,N,0.0
17507,N,2,57,19151,12,N,200511,서울,1.주부,주부,Y,2.0
17508,N,2,45,11388,20,N,200511,경기,1.주부,주부,Y,0.0
17509,N,1,39,13429,99,N,200511,서울,4.전문직,전문직,N,0.0
17510,N,2,69,26944,20,N,200511,경기,1.주부,주부,N,0.0
17511,N,2,63,7916,40,N,200511,경남,1.주부,주부,Y,0.0
17513,N,1,43,9583,30,N,200512,인천,3.사무직,사무직,Y,1.0
17515,N,1,50,9027,30,N,200512,경기,6.제조업,운전직,Y,2.0
17516,N,2,71,17330,11,N,200512,충북,2.자영업,자영업,N,0.0
17518,Y,2,36,18611,20,N,200512,경남,1.주부,주부,Y,1.0
17520,N,1,40,7777,20,N,200512,광주,4.전문직,3차산업 종사자,Y,1.0
17522,Y,1,58,10770,40,N,200512,경기,3.사무직,3차산업 종사자,Y,3.0
17524,Y,2,42,40555,20,N,200512,경기,1.주부,주부,Y,1.0
17527,N,1,35,12632,99,N,200601,경기,8.기타,운전직,Y,0.0
17533,N,2,35,3472,20,N,200601,전북,4.전문직,교육관련직,N,0.0
17539,N,1,33,17777,20,N,200602,인천,4.전문직,전문직,N,0.0
17540,N,2,60,16250,20,N,200602,경남,1.주부,주부,Y,0.0
17542,N,2,64,18888,20,N,200602,경기,1.주부,주부,N,0.0
17543,N,2,54,16579,12,N,200602,서울,8.기타,단순 노무직,Y,2.0
17545,N,2,61,6601,40,N,200602,경북,2.자영업,자영업,Y,0.0
17546,N,2,56,8358,13,N,200602,서울,1.주부,주부,Y,3.0
17551,Y,1,57,9950,12,N,200603,부산,5.서비스,3차산업 종사자,Y,0.0
17553,N,1,33,2600,12,N,200603,대전,8.기타,3차산업 종사자,N,0.0
17556,N,2,36,3611,30,N,200603,경북,3.사무직,기업/단체 임원,Y,1.0
17557,Y,2,65,28055,20,N,200603,부산,1.주부,주부,Y,0.0
17563,N,2,45,31805,20,N,200604,울산,1.주부,주부,N,0.0
17565,N,1,54,12083,30,N,200605,경기,3.사무직,사무직,Y,1.0
17566,N,2,69,3480,99,N,200605,충북,1.주부,주부,N,0.0
17567,N,2,63,40833,30,N,200605,서울,8.기타,단순 노무직,N,0.0
17568,N,2,56,13653,40,N,200605,부산,5.서비스,3차산업 종사자,Y,2.0
17574,Y,1,31,15000,20,N,200605,광주,8.기타,학생,N,0.0
17575,N,2,55,67222,20,N,200606,인천,3.사무직,단순 사무직,Y,2.0
17576,Y,1,60,14861,20,N,200606,경기,2.자영업,자영업,Y,0.0
17577,N,2,33,3472,30,Y,200606,충북,2.자영업,3차산업 종사자,Y,2.0
17578,N,2,62,23773,11,N,200606,경남,1.주부,주부,N,0.0
17579,Y,2,26,3888,30,N,200606,부산,3.사무직,사무직,N,0.0
17580,N,1,36,0,99,N,200606,제주,4.전문직,사무직,Y,2.0
17582,N,2,74,7161,12,N,200607,부산,8.기타,기타,N,0.0
17585,N,2,48,11527,20,N,200607,부산,1.주부,주부,N,0.0
17586,N,2,55,21999,40,N,200607,부산,4.전문직,교육관련직,Y,1.0
17588,N,2,57,26111,20,N,200608,경기,1.주부,주부,Y,2.0
17589,N,2,68,15763,30,N,200608,부산,2.자영업,자영업,N,0.0
17590,N,2,43,0,99,N,200608,경남,3.사무직,사무직,Y,0.0
17592,N,1,46,9638,99,N,200608,충남,3.사무직,단순 사무직,Y,3.0
17593,N,1,41,16944,20,N,200608,울산,6.제조업,2차산업 종사자,Y,2.0
17594,N,1,59,18232,12,N,200609,서울,6.제조업,운전직,Y,1.0
17595,N,1,56,4444,20,N,200609,충남,5.서비스,2차산업 종사자,N,0.0
17596,N,2,64,4861,30,N,200609,충남,1.주부,주부,Y,0.0
17602,Y,2,37,5277,20,N,200610,경기,3.사무직,기업/단체 임원,N,0.0
17605,N,2,36,0,99,N,200610,경기,1.주부,주부,Y,1.0
17606,N,2,50,25972,20,N,200610,부산,1.주부,주부,Y,0.0
17607,N,1,40,11473,40,N,200610,인천,5.서비스,3차산업 종사자,N,0.0
17608,N,1,62,33888,20,N,200611,서울,4.전문직,전문직,Y,2.0
17609,N,1,53,3828,30,N,200611,강원,5.서비스,3차산업 종사자,N,0.0
17610,N,2,46,19495,20,N,200611,경남,1.주부,주부,N,0.0
17611,N,1,42,10138,30,N,200611,서울,5.서비스,2차산업 종사자,Y,1.0
17613,N,1,36,25694,20,N,200611,부산,3.사무직,사무직,N,0.0
17617,N,1,49,25555,20,N,200612,경기,3.사무직,사무직,Y,3.0
17619,N,2,60,8750,20,N,200612,경기,1.주부,주부,N,0.0
17620,N,2,45,1059,11,N,200612,전남,8.기타,3차산업 종사자,Y,2.0
17621,N,2,48,3934,40,Y,200612,전남,2.자영업,3차산업 종사자,Y,3.0
17622,N,1,54,3656,13,N,200612,대구,3.사무직,사무직,Y,1.0
17623,N,2,35,16944,20,N,200701,경기,4.전문직,의료직 종사자,Y,1.0
17625,N,1,54,8640,12,N,200701,경기,5.서비스,3차산업 종사자,N,0.0
17630,Y,2,58,18231,40,N,200701,서울,1.주부,주부,Y,1.0
17631,N,2,35,12916,20,N,200701,전북,3.사무직,단순 사무직,N,0.0
17632,N,1,39,61805,20,N,200701,서울,3.사무직,사무직,N,0.0
17634,N,2,31,14722,20,N,200702,인천,3.사무직,사무직,N,0.0
17635,Y,2,38,8921,13,N,200702,서울,5.서비스,3차산업 종사자,N,0.0
17638,N,1,39,17874,11,N,200702,대구,2.자영업,자영업,Y,1.0
17643,N,2,21,11333,20,N,200703,경기,8.기타,학생,N,0.0
17644,N,2,45,27361,20,N,200703,부산,1.주부,주부,N,0.0
17645,Y,2,61,25138,20,N,200703,부산,1.주부,주부,N,0.0
17646,N,2,31,29377,11,N,200703,경기,3.사무직,사무직,N,0.0
17651,N,2,57,11666,30,N,200705,서울,2.자영업,자영업,N,0.0
17653,N,2,40,18333,30,Y,200705,서울,2.자영업,3차산업 종사자,N,0.0
17654,N,2,54,32638,20,N,200705,경기,1.주부,주부,Y,1.0
17656,N,2,50,65555,20,N,200706,충남,1.주부,주부,Y,2.0
17659,N,2,34,9305,30,N,200707,경기,3.사무직,사무직,N,0.0
17661,N,2,35,17777,20,N,200707,울산,1.주부,주부,Y,1.0
17663,N,2,48,6111,20,N,200708,경북,1.주부,주부,N,0.0
17665,N,2,33,24444,20,N,200709,경기,3.사무직,사무직,N,0.0
17668,N,1,35,5348,30,N,200709,대전,6.제조업,2차산업 종사자,N,0.0
17672,N,2,33,3322,12,N,200710,인천,1.주부,주부,Y,1.0
17674,Y,1,46,21747,13,N,200711,서울,3.사무직,기업/단체 임원,Y,0.0
17675,N,1,48,14772,40,N,200712,경기,4.전문직,종교인/역술인,Y,2.0
17679,N,1,35,5131,13,N,200801,경기,3.사무직,3차산업 종사자,N,0.0
17683,Y,1,37,5555,20,N,200801,경기,3.사무직,사무직,N,0.0
17685,N,1,50,16111,20,N,200802,충남,4.전문직,교사,N,0.0
17686,N,1,37,9205,40,N,200802,경남,5.서비스,3차산업 종사자,N,0.0
17688,N,1,48,40416,20,N,200802,경남,3.사무직,공무원,Y,0.0
17692,N,1,37,3845,11,N,200803,전남,7.1차산업,1차산업 종사자,N,0.0
17693,N,1,55,22733,99,N,200803,서울,2.자영업,자영업,N,0.0
17697,N,2,36,21666,20,N,200804,인천,3.사무직,사무직,N,0.0
17698,N,1,26,11805,20,N,200804,울산,8.기타,학생,N,0.0
17701,N,2,64,4142,12,Y,200804,충북,2.자영업,3차산업 종사자,Y,0.0
17702,N,2,34,22222,20,N,200804,경기,3.사무직,사무직,N,0.0
17704,N,2,61,8331,12,N,200806,충북,1.주부,주부,Y,2.0
17705,N,2,29,20416,30,N,200806,서울,3.사무직,사무직,N,0.0
17706,Y,1,51,13194,20,N,200806,서울,8.기타,3차산업 종사자,N,0.0
17709,N,2,41,8194,20,N,200808,전남,3.사무직,사무직,Y,1.0
17711,N,1,37,15555,20,N,200808,서울,3.사무직,사무직,Y,0.0
17712,N,2,29,13333,20,N,200808,전북,8.기타,학생,N,0.0
17713,N,1,44,27777,20,N,200809,경기,5.서비스,2차산업 종사자,N,0.0
17714,N,2,59,30555,30,N,200809,서울,1.주부,주부,N,0.0
17716,N,2,31,25694,20,N,200811,경남,1.주부,주부,N,0.0
17717,Y,2,24,37406,11,N,200811,경남,1.주부,주부,Y,1.0
17719,N,2,35,83333,20,N,200812,서울,4.전문직,의료직 종사자,N,0.0
17720,Y,2,45,0,20,N,200812,서울,3.사무직,사무직,N,0.0
17722,N,1,40,17222,20,N,200901,경남,3.사무직,사무직,Y,1.0
17723,N,1,37,20555,20,N,200901,광주,3.사무직,사무직,Y,1.0
17724,N,1,34,18194,30,N,200901,서울,3.사무직,사무직,Y,1.0
17725,N,1,51,13586,99,N,200901,경기,5.서비스,2차산업 종사자,N,0.0
17726,N,2,42,4384,99,N,200901,충남,1.주부,주부,Y,1.0
17727,N,2,32,7692,99,N,200902,인천,8.기타,학생,N,0.0
17728,N,2,29,6805,30,N,200902,경기,1.주부,주부,N,0.0
17729,N,2,27,17777,20,N,200902,경북,5.서비스,2차산업 종사자,N,0.0
17731,N,2,35,12361,30,N,200903,서울,4.전문직,전문직,N,0.0
17732,Y,1,43,7726,99,N,200903,강원,6.제조업,운전직,N,0.0
17733,N,2,45,2655,99,N,200903,강원,1.주부,주부,Y,1.0
17736,N,2,40,4576,13,N,200903,경남,1.주부,주부,N,0.0
17738,N,2,38,46388,20,N,200903,경기,4.전문직,예체능계 종사자,N,0.0
17740,N,1,38,6666,30,N,200903,인천,4.전문직,전문직,Y,0.0
17742,N,1,40,22361,20,N,200904,서울,3.사무직,사무직,N,0.0
17743,N,2,38,6388,20,N,200904,전남,1.주부,주부,Y,2.0
17745,N,2,37,5636,40,N,200904,전남,5.서비스,3차산업 종사자,Y,1.0
17746,Y,1,35,1840,12,N,200904,광주,8.기타,학생,N,0.0
17748,N,2,56,85000,20,N,200904,서울,1.주부,주부,Y,0.0
17750,N,2,36,16525,11,N,200904,충북,1.주부,주부,Y,0.0
17751,N,1,45,5813,12,N,200904,전북,7.1차산업,1차산업 종사자,N,0.0
17752,N,2,32,6712,20,N,200905,광주,3.사무직,단순 사무직,N,0.0
17753,N,2,38,7638,20,N,200905,경남,1.주부,주부,Y,1.0
17755,N,1,41,26111,20,N,200905,경기,3.사무직,사무직,N,0.0
17756,N,1,49,7361,30,N,200905,인천,5.서비스,2차산업 종사자,N,0.0
17757,Y,2,41,8750,20,N,200905,충북,1.주부,주부,Y,0.0
17759,N,2,48,11111,30,N,200905,경기,1.주부,주부,Y,1.0
17762,N,2,23,8135,40,N,200906,경기,5.서비스,3차산업 종사자,N,0.0
17763,N,1,32,35000,20,N,200906,서울,5.서비스,예체능계 종사자,N,0.0
17764,Y,2,49,9153,99,Y,200906,전남,1.주부,주부,Y,0.0
17766,Y,2,33,16282,50,N,200906,서울,2.자영업,자영업,N,0.0
17771,N,2,34,23973,13,N,200907,서울,4.전문직,예체능계 종사자,N,0.0
17772,N,2,37,13333,20,N,200907,전북,2.자영업,자영업,Y,1.0
17774,N,2,39,0,99,N,200908,서울,1.주부,주부,N,0.0
17775,N,2,30,11527,30,N,200908,경기,4.전문직,의료직 종사자,N,0.0
17776,N,2,36,36111,20,N,200908,경남,4.전문직,교사,Y,1.0
17778,N,1,35,18333,30,N,200909,서울,5.서비스,3차산업 종사자,Y,0.0
17779,Y,2,32,8888,20,N,200909,광주,3.사무직,3차산업 종사자,N,0.0
17781,Y,2,54,9093,12,Y,200909,서울,1.주부,주부,Y,2.0
17782,N,1,42,9444,20,Y,200909,광주,2.자영업,3차산업 종사자,N,0.0
17784,N,2,35,14444,30,Y,200909,서울,1.주부,주부,Y,1.0
17785,N,2,31,13611,20,N,200910,충북,4.전문직,대학교수/강사,N,0.0
17787,N,2,37,54027,20,N,200910,서울,4.전문직,종교인/역술인,N,0.0
17788,N,1,47,4473,99,N,200911,경기,2.자영업,자영업,Y,1.0
17789,N,2,34,9959,99,N,200911,제주,4.전문직,교육관련직,N,0.0
17794,N,2,39,41666,20,N,200912,서울,1.주부,주부,N,0.0
17795,N,1,39,5555,20,Y,201001,광주,2.자영업,3차산업 종사자,N,0.0
17807,N,2,35,20972,20,N,201004,부산,5.서비스,예체능계 종사자,N,0.0
17809,N,2,31,15783,20,N,201005,경기,4.전문직,의료직 종사자,N,0.0
17811,N,2,35,44305,20,N,201005,서울,1.주부,주부,N,0.0
17815,N,2,44,0,99,N,201007,서울,1.주부,주부,N,0.0
17817,N,1,35,4669,99,N,201008,전남,2.자영업,자영업,N,0.0
17819,N,2,48,22777,30,N,201009,서울,1.주부,주부,Y,0.0
17822,N,2,50,218894,11,N,201011,경기,5.서비스,3차산업 종사자,Y,2.0
17823,N,2,62,9915,11,N,201011,충남,7.1차산업,1차산업 종사자,Y,2.0
17824,N,1,43,17222,30,N,201011,서울,2.자영업,자영업,N,0.0
17825,N,2,37,11615,99,N,201012,대구,4.전문직,교육관련직,N,0.0
17828,N,1,65,17081,99,N,201012,서울,4.전문직,사무직,N,0.0
17830,N,1,37,17500,20,N,201101,부산,6.제조업,운전직,Y,0.0
17831,N,2,28,20689,13,N,201102,경기,3.사무직,사무직,N,0.0
17836,N,2,52,6613,12,N,201105,서울,2.자영업,자영업,Y,2.0
17837,N,2,31,24444,20,N,201105,경기,1.주부,주부,Y,1.0
17839,N,2,28,40000,12,N,201105,충북,1.주부,주부,N,0.0
17845,N,1,28,7222,20,N,201110,경북,8.기타,학생,N,0.0
17846,N,2,52,16160,40,N,201110,서울,2.자영업,자영업,N,0.0
17848,N,1,61,24988,11,N,201110,울산,6.제조업,2차산업 종사자,N,0.0
17850,N,2,31,0,99,N,201110,경기,5.서비스,3차산업 종사자,N,0.0
17854,N,2,33,10797,11,N,201112,충남,3.사무직,기업/단체 임원,N,0.0
17856,N,1,32,16839,12,N,201112,경북,4.전문직,교육관련직,N,0.0
17859,N,2,28,29324,12,N,201112,경북,4.전문직,교육관련직,N,0.0
17860,N,2,55,5714,11,N,201112,경북,1.주부,주부,Y,2.0
17861,N,2,59,14444,20,N,201201,광주,6.제조업,2차산업 종사자,Y,0.0
17863,N,2,29,52500,20,N,201202,서울,3.사무직,사무직,N,0.0
17864,N,1,44,9901,13,N,201203,경남,5.서비스,2차산업 종사자,Y,2.0
17865,N,2,43,13091,40,N,201203,대구,5.서비스,3차산업 종사자,N,0.0
17867,N,1,29,19444,20,N,201203,경기,4.전문직,학자/연구직,N,0.0
17869,N,1,32,53472,20,N,201203,서울,5.서비스,3차산업 종사자,N,0.0
17870,N,2,55,10981,11,N,201203,부산,4.전문직,전문직,Y,2.0
17873,N,2,30,4883,99,N,201204,충북,4.전문직,의료직 종사자,Y,1.0
17874,N,2,42,16388,20,N,201204,대구,3.사무직,사무직,Y,0.0
17875,N,1,24,11250,30,N,201205,경기,3.사무직,공무원,N,0.0
17876,N,2,58,8750,20,N,201205,충북,1.주부,주부,Y,1.0
17878,N,1,31,85006,11,N,201206,울산,4.전문직,전문직,N,0.0
17879,N,2,62,19158,99,N,201207,서울,1.주부,주부,N,0.0
17885,N,2,25,9811,99,N,201209,경기,8.기타,학생,N,0.0
17894,N,2,30,10794,13,N,201212,경기,3.사무직,단순 사무직,N,0.0
17897,N,2,63,18055,30,N,201302,서울,1.주부,주부,Y,0.0
17899,N,2,27,16944,20,Y,201302,대전,3.사무직,사무직,N,0.0
17901,N,1,33,18750,20,N,201303,울산,5.서비스,2차산업 종사자,N,0.0
17903,N,2,27,9444,20,N,201303,경기,8.기타,학생,N,0.0
17905,N,1,33,9305,20,N,201303,전북,3.사무직,사무직,N,0.0
17908,N,2,39,12308,13,N,201304,서울,1.주부,주부,Y,0.0
17910,Y,2,47,122222,20,N,201304,서울,8.기타,기타,N,0.0
17914,N,1,32,26666,20,N,201307,부산,5.서비스,2차산업 종사자,N,0.0
17916,N,1,34,3607,13,N,201307,경남,5.서비스,3차산업 종사자,N,0.0
17923,N,1,8,30277,20,N,201312,경남,8.기타,학생,N,0.0
17924,N,1,41,7387,99,N,201312,경북,5.서비스,2차산업 종사자,N,0.0
17926,N,2,39,9444,20,N,201312,경기,3.사무직,사무직,N,0.0
17928,N,1,33,1641,13,N,201405,전북,4.전문직,전문직,N,0.0
17929,N,1,47,15694,20,N,201405,경기,4.전문직,종교인/역술인,Y,0.0
17931,N,1,51,17088,11,N,201405,울산,4.전문직,전문직,N,0.0
17933,N,2,63,5599,13,N,201406,대전,1.주부,주부,N,0.0
17934,N,2,28,29722,20,N,201408,경남,3.사무직,단순 사무직,N,0.0
17935,N,1,36,18888,20,N,201408,광주,5.서비스,2차산업 종사자,N,0.0
17937,N,2,29,8160,12,N,201502,충남,1.주부,주부,N,0.0
17938,N,2,34,19258,20,N,201505,경기,1.주부,주부,N,0.0
17941,N,1,34,49861,20,N,201601,서울,5.서비스,2차산업 종사자,N,0.0
17942,Y,2,57,4452,50,Y,199910,부산,5.서비스,3차산업 종사자,Y,3.0
17943,N,1,51,17829,99,N,199910,서울,4.전문직,전문직,Y,3.0
17944,N,1,54,38194,20,N,199910,경기,3.사무직,사무직,Y,0.0
17945,N,1,71,8664,12,N,199910,서울,8.기타,3차산업 종사자,Y,0.0
17946,N,2,56,43888,20,N,199910,대전,4.전문직,교사,Y,1.0
17947,N,1,55,23750,20,N,199910,전남,3.사무직,공무원,Y,2.0
17948,Y,2,65,18194,20,Y,199910,인천,1.주부,주부,Y,0.0
17949,N,1,56,36527,20,N,199910,경기,3.사무직,사무직,Y,0.0
17950,N,1,58,39027,20,N,199910,인천,4.전문직,교육관련직,Y,2.0
17951,N,2,58,0,99,Y,199910,인천,2.자영업,자영업,Y,1.0
